A1CF	0.342339077716277
A2M	0.0569527081494472
A4GALT	-0.0335145874755889
A4GNT	2.20970632479414
AAAS	0.475486944650924
AACS	0.761989251978598
AADAC	-0.381777193493607
AAGAB	0.988855639840319
AAK1	-2.38584116263807
AAMDC	-0.614257791930372
AAMP	0.237227578906665
AANAT	1.0371676863678
AAR2	0.735282817625444
AARS	0.0339327711022641
AASDHPPT	0.383971041643981
AASS	-0.265680236606277
AATF	-0.818424621296996
AATK	-0.315040108298015
ABAT	0.057149518991092
ABCA1	2.20596171675969
ABCA11P	2.22563833003928
ABCA12	-0.398308948110008
ABCA2	-1.83654033444094
ABCA3	-0.675655289201073
ABCA4	1.82327818427795
ABCA5	0.640659614963773
ABCA6	-0.894325710253345
ABCA7	-2.16254610549733
ABCA8	-1.68580329405541
ABCB1	-0.934408740216068
ABCB11	-2.38883358279649
ABCB4	-3.0608221088381
ABCB6	0.425783150910215
ABCB7	-0.121479211853993
ABCB8	0.247371544554744
ABCB9	1.06720767834445
ABCC1	0.420450323556971
ABCC10	0.884388230369599
ABCC2	-0.113081437184447
ABCC3	1.22308074936441
ABCC4	-1.94360236620879
ABCC5	1.5098746648473
ABCC6	-0.729651391906795
ABCC8	-0.488634803857746
ABCC9	1.16750544063912
ABCD1	-1.09221306272344
ABCD2	1.92212854508319
ABCD3	0.21372843138846
ABCD4	-0.934032508743113
ABCE1	-0.518794563809378
ABCF1	0.402015420452204
ABCF2	0.439374553547893
ABCF3	1.01420630924863
ABCG1	0.561960152834441
ABCG2	0.656429442761343
ABCG4	-2.27928375637897
ABCG5	-0.925848494217054
ABHD10	1.14206306476317
ABHD11	1.14326178821525
ABHD17A	-2.81672156899863
ABHD17B	-1.36393460539631
ABHD2	-0.060184722060708
ABHD3	0.413715223379806
ABHD4	-1.2282146527178
ABHD5	-1.46047356963696
ABHD6	-0.59968501661747
ABHD8	-0.0800173129083205
ABI1	-0.281358230848568
ABI2	-0.374804107789582
ABI3BP	1.46070397761389
ABL1	-0.342995789083494
ABL2	0.131578521759239
ABLIM1	0.63771597572126
ABLIM3	-0.741937761769286
ABO	-0.950085228247816
ABR	-2.25079512375569
ABT1	-1.00154630519694
ABTB2	0.16423489570639
ACAA1	-0.731261427391773
ACAA2	1.01838712170524
ACACA	-0.483360403056404
ACACB	1.09779478971175
ACAD10	1.7666528425706
ACAD8	1.75178805635037
ACADL	-0.943972253763567
ACADM	0.811713147136758
