LINC02621	7.13160967092884
KRTAP21-2	6.77852623631296
GZMB	6.44569976897981
TRPV6	5.277725093267
MMP1	5.25442681933906
LRRC3B	5.0676335574293
LINC01338	5.04759829593594
SPINK1	4.74989561999954
MMP3	4.59476693023968
DDX39BP2	4.42470966320442
SLC6A14P3	4.20243735755284
KRT73-AS1	4.14723053324609
LINC01121	4.09740562109859
GLRA3	4.08561831511063
ZBTB16	3.85227999147426
ATP6V0D2	3.7541331202604
IGFN1	3.62063716457966
SPATS1	3.52998138241447
SLCO2B1	3.44603452069363
OR2A20P	3.44514517352098
HTR3A	3.42205536485087
BPIFC	3.36598194526239
CEACAMP10	3.25074545732607
FSTL4	3.22626969769061
LINC02005	3.22464161106485
CSRP3	3.18570572289245
MMP12	3.11455150308797
ITK	3.0832655285379
LCAL1	3.06626303889288
KEL	3.03565298028104
PRR9	3.00029928830402
LINC01705	2.90424920597457
LINC01640	2.87508125015603
EFCAB3	2.7013995544625
CCL3	2.68708762847771
EML5	2.67317709455877
LINC01822	2.66839424491822
IL24	2.64936610918594
SUGCT-AS1	2.60768941539326
DCDC2C	2.59526566427557
IL6R	2.59132983219101
TMPRSS11F	2.54552926030576
TRIM54	2.50782957009182
NGF	2.48779145548968
UBE2R2-AS1	2.48624459917579
RPL23AP93	2.46142442678534
LINC02897	2.42858149237922
ANKRD30B	2.34750898377514
PNLIPRP3	2.33757844975281
SERPINI2	2.25111773538121
AMZ1	2.24424891957291
KPNA7	2.24390540810901
DINOL	2.23548154784228
TRPV5	2.23194234635877
AMHR2	2.11935858922656
SLC24A2	2.04496270769472
OLAH	2.02516374719011
FOLR3	1.99883646137279
CCDC30	1.96732497510696
SILC1	1.93289778179651
DNAH17	1.93030134469011
SIGLEC9	1.90048359810839
HSPA6	1.86887096664287
DISC1FP1	1.85582537575674
PPY	1.85413165344484
PHF24	1.85028748108585
ENTHD1	1.84433790580716
SLC6A4	1.67855002690501
KLHDC7B	1.66654540902198
GTF2IP7	1.66596921468109
LINC01411	1.6613155027418
CD163	1.65587886359406
NEB	1.65382174683594
KYNU	1.65097871674039
GRIA4	1.62167084417626
LINC00578	1.61620206300795
TMEM233	1.5732264942166
UPP1	1.53183876498368
FNIP2	1.53116024280256
ADPRHL1	1.47476834218558
EPS8	1.46003552237749
MTUS2	1.44751909411681
ATG9B	1.44486928388415
CRYAB	1.44134710465097
VIPR2	1.44104262601717
COX5BP2	1.44019926554225
7SK	1.43065555340151
RN7SK	1.43065555340151
HTT	1.41334620151305
IL36RN	1.41039784210889
KCNK10	1.40293936462019
CCL3L3	1.40171232563326
B3GNT5	1.38601891911928
ATF3	1.38387172338334
CNTN1	1.38310751029065
LURAP1L	1.35757444225827
NYAP2	1.3486725516294
